episode,node_start_id,node_start_oracle_id,oracle_dict,page_hit,activity_hit,fuzzy_pageimg_hit,fuzzy_page_main_uicomps_hit,uicomponent_set,uicomponent_nearFull_hit,uicomponent_keywords_hit,uicomponent_text_hit,uicomp_nearFull_hit_list,uicomp_keywords_hit_list,uicomp_text_hit_list,key_subtasks_total,completed_key_subtasks,pages_exec_total,pages_gen_total,pages_annotated_total,pages_annotated_hit,pages_no_annotation_nor_gen_total,assertion_states_exec_total,assertion_states_gen_total,assertion_states_annotated_total,assertion_states_annotated_hit,assertion_states_no_annotation_nor_gen_total,page_precision,page_recall,page_accuracy,page_f1,assertion_precision,assertion_recall,assertion_accuracy,assertion_f1,task_completion_rate
13065134076605903239,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_UNINSTALL: 'check_uninstall'>: ['Microsoft Authenticator']})",0,0,0,0,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
1289799277936902548,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_INSTALL: 'check_install'>: ['Booking.com']})",0,0,0,0,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
12332283688054386795,9,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['7']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
12329784371069414483,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_INSTALL: 'check_install'>: ['Calculator']})",0,0,0,0,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
456252872880478313,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_UNINSTALL: 'check_uninstall'>: ['Microsoft Excel']})",0,0,0,0,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
1113309466888726728,1,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['2', '5'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
16713501499318826779,4,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",0,0,0,0,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
23,19,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",0,0,0,0,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
37,25,24,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CLICK: 'click'>: ['10']})",1,1,0,1,1,0,0,1,,,10,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
38,5,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
10366782806939742426,13,13,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['0', '10']})",1,1,0,1,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
02904638805840014715,20,20,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['3', '5', '11']})",1,1,0,1,1,1,1,1,5,5,5,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
06733627151764236573,5,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1', '24', '25']})",1,1,0,1,1,1,1,1,24,24,24,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
86584972871128851784,28,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1'], <EssentialStateKeyword.EXACT: 'exact'>: ['4']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
65169954120217368904,8,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['8']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
44633808269373312290,8,7,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['0', '5'], <EssentialStateKeyword.CLICK: 'click'>: ['6']})",1,1,0,1,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
99249153597675260460,5,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
47784660364778702657,4,4,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['26']})",1,1,0,1,1,0,0,1,,,26,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
12648920236262695344,5,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
95847098127629167425,6,6,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",1,1,0,1,1,1,1,1,1,1,1,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
92951001023228433085,5,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",1,1,0,1,1,1,1,1,1,1,1,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
30401060773883871434,7,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
45297662930380347154,6,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['0', '81']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
90082270726497046768,13,12,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['21'], <EssentialStateKeyword.CLICK: 'click'>: ['24']})",1,1,0,1,1,1,1,1,24,24,24,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
76438330552559467593,6,6,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['63']})",1,1,0,1,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
11724744918296982583,6,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1']})",0,0,0,0,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
64505819896691689490,12,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['13']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
70349123522332675097,10,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",0,0,0,0,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
90148264173352884022,12,11,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['2'], <EssentialStateKeyword.CLICK: 'click'>: ['3']})",1,1,1,1,1,0,1,1,,3,3,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
53134799093549636282,9,9,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['2']})",1,1,0,1,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
03080771123702280876,7,7,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",1,1,0,1,1,1,1,1,1,1,1,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
53166078675931850821,13,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
03581422838736209268,10,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['27']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
41129281445893361389,8,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['35']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
64436353687093832202,11,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['0']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
60754639064368744531,17,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['2']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
16127112996731768552,22,22,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
09264800842889716595,19,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",0,0,0,0,1,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
32984598147169498739,19,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1']})",0,0,0,0,0,0,0,0,,,,502,68,497,96,68,26,360,586,185,55,8,360,0.2708,0.3824,0.7767,0.3171,0.0432,0.1455,0.628,0.0667,0.1355
